"AreaID","Kingdom","Class","Family","ScientificName","CommonName","Superseded","NCA","EPBC","Endemicity","WetlandStatus"
"national-park-daintree","plants","land plants","Leguminosae","Acacia crassicarpa",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Acacia leptocarpa","north coast wattle",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Acacia mangium",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Acacia pubirhachis",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Leguminosae","Aeschynomene indica","budda pea",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Albizia sp. (Windsor Tableland B.Gray 2181)",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Leguminosae","Arachis pintoi",,,,,"IU",,
"national-park-daintree","plants","land plants","Leguminosae","Archidendron kanisii",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Leguminosae","Archidendron lucyi",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Leguminosae","Archidendron ramiflorum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Leguminosae","Archidendron vaillantii","salmon bean",,"C",,"Q",,
"national-park-daintree","plants","land plants","Leguminosae","Austrosteenisia stipularis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Leguminosae","Caesalpinia crista",,Y,,,"XU",,
"national-park-daintree","plants","land plants","Leguminosae","Castanospermum australe","black bean",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Cynometra iripa",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Leguminosae","Dalbergia candenatensis",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Derris",,,,,"U",,
"national-park-daintree","plants","land plants","Leguminosae","Derris trifoliata",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Dioclea hexandra",,,"E",,"QI",,
"national-park-daintree","plants","land plants","Leguminosae","Entada phaseoloides","matchbox bean",,"C",,"QI",,
"national-park-daintree","plants","land plants","Leguminosae","Heliodendron xanthoxylon","yellow siris",,"NT",,"Q",,
"national-park-daintree","plants","land plants","Leguminosae","Indigofera hirsuta","hairy indigo",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Inga",,,,,"U",,
"national-park-daintree","plants","land plants","Leguminosae","Intsia bijuga",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Leguminosae","Jacksonia thesioides",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Leguminosae","Mezoneuron scortechinii",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Millettia pinnata",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Mimosa diplotricha var. diplotricha","giant sensitive plant",,,,"IU",,
"national-park-daintree","plants","land plants","Leguminosae","Mimosa pudica var. unijuga",,,,,"IU",,
"national-park-daintree","plants","land plants","Leguminosae","Ormosia ormondii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Leguminosae","Pueraria phaseoloides",,,,,"IU",,
"national-park-daintree","plants","land plants","Leguminosae","Senna alata",,,,,"IU",,
"national-park-daintree","plants","land plants","Leguminosae","Senna obtusifolia",,,,,"IU",,
"national-park-daintree","plants","land plants","Leguminosae","Senna pendula var. glabrata","Easter cassia",,,,"IU",,
"national-park-daintree","plants","land plants","Leguminosae","Sophora tomentosa subsp. australis",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Storckiella australiensis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Leguminosae","Strongylodon lucidus",,,"NT",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Stylosanthes viscosa",,,,,"IU",,
"national-park-daintree","plants","land plants","Leguminosae","Vigna marina","dune bean",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Zornia maritima",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lejeuneaceae","Cheilolejeunea",,,,,"U",,
"national-park-daintree","plants","land plants","Lejeuneaceae","Cheilolejeunea serpentina",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lejeuneaceae","Cheilolejeunea vittata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lejeuneaceae","Colura australiensis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lejeuneaceae","Drepanolejeunea vesiculosa",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Lejeuneaceae","Leptolejeunea maculata",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lejeuneaceae","Thysananthus retusus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lentibulariaceae","Utricularia caerulea","blue bladderwort",,"SL",,"QAI","I",
"national-park-daintree","plants","land plants","Lentibulariaceae","Utricularia uliginosa","asian bladderwort",,"SL",,"QAI","I",
"national-park-daintree","plants","land plants","Lepidoziaceae","Bazzania amblyphylla",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lepidoziaceae","Bazzania bilobata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lepidoziaceae","Bazzania citharodes",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Lepidoziaceae","Bazzania corbieri",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Lepidoziaceae","Bazzania filiformis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lepidoziaceae","Bazzania gamscottii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lepidoziaceae","Bazzania intermedia",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lepidoziaceae","Bazzania mittenii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lepidoziaceae","Bazzania sauropoda",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lepidoziaceae","Bazzania subtilis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lepidoziaceae","Bazzania vittata",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lepidoziaceae","Lepidozia hasskarliana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lepidoziaceae","Zoopsis setulosa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Leucobryaceae","Campylopus",,,,,"U",,
"national-park-daintree","plants","land plants","Leucobryaceae","Campylopus catarractilis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Leucobryaceae","Campylopus comosus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Leucobryaceae","Campylopus robillardei",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Leucobryaceae","Campylopus sinensis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Leucobryaceae","Leucobryum",,,,,"U",,
"national-park-daintree","plants","land plants","Leucobryaceae","Leucobryum candidum",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leucobryaceae","Leucobryum sanctum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Linaceae","Hugonia jenkinsii",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Linderniaceae","Torenia anagallis",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lindsaeaceae","Lindsaea brachypoda",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Lindsaeaceae","Lindsaea ensifolia subsp. agatii",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lindsaeaceae","Lindsaea ensifolia subsp. ensifolia",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lindsaeaceae","Lindsaea media",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lindsaeaceae","Lindsaea obtusa",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lindsaeaceae","Lindsaea repens var. sessilis",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lindsaeaceae","Lindsaea terrae-reginae",,,"E",,"Q",,
"national-park-daintree","plants","land plants","Loganiaceae","Geniostoma rupestre var. australianum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Loganiaceae","Mitrasacme oasena",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Loganiaceae","Strychnos minor",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lophocoleaceae","Conoscyphus trapezioides",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Loranthaceae","Amyema conspicua subsp. conspicua",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Loranthaceae","Amyema glabra",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Loranthaceae","Amyema quaternifolia",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Loranthaceae","Amyema whitei",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Loranthaceae","Amylotheca dictyophleba",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Loranthaceae","Decaisnina congesta",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Loranthaceae","Dendrophthoe curvata",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Loranthaceae","Diplatia tomentosa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lycopodiaceae","Lateristachys lateralis",,,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Lycopodiaceae","Palhinhaea cernua",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lycopodiaceae","Phlegmariurus harmsii",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Lycopodiaceae","Phlegmariurus phlegmarioides",,,"V",,"QAI",,
"national-park-daintree","plants","land plants","Lycopodiaceae","Pseudolycopodium densum",,,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Lygodiaceae","Lygodium microphyllum","snake fern",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Lygodiaceae","Lygodium reticulatum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lythraceae","Sonneratia alba",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Lythraceae","Sonneratia caseolaris",,,"C",,"QI","I",
"national-park-daintree","plants","land plants","Lythraceae","Sonneratia x gulngai",,,"C",,"Q","I",
"national-park-daintree","plants","land plants","Maesaceae","Maesa dependens var. pubescens",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Malvaceae","Sida acuta","spinyhead sida",,,,"IU",,
"national-park-daintree","plants","land plants","Malvaceae","Thespesia",,,,,"U",,
"national-park-daintree","plants","land plants","Malvaceae","Thespesia populnea",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Malvaceae","Urena lobata","urena weed",,,,"IU",,
"national-park-daintree","plants","land plants","Marantaceae","Ctenanthe setosa",,,,,"IU",,
"national-park-daintree","plants","land plants","Marattiaceae","Angiopteris evecta","giant fern",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Marattiaceae","Ptisana oreades",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Marsileaceae","Marsilea mutica","shiny nardoo",,"C",,"QA","I",
"national-park-daintree","plants","land plants","Melastomataceae","Heterotis rotundifolia",,,,,"IU",,
"national-park-daintree","plants","land plants","Melastomataceae","Medinilla balls-headleyi",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Melastomataceae","Melastoma cyanoides",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Melastomataceae","Melastoma malabathricum subsp. malabathricum",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Melastomataceae","Memecylon pauciflorum",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Melastomataceae","Tristemma mauritianum var. mauritianum",,,,,"IU",,
"national-park-daintree","plants","land plants","Meliaceae","Aglaia ferruginea",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Meliaceae","Aglaia meridionalis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Meliaceae","Aglaia sapindina",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Meliaceae","Didymocheton gaudichaudianus",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Meliaceae","Didymocheton muelleri",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Meliaceae","Didymocheton papuanus",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Meliaceae","Didymocheton pettigrewianus",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Meliaceae","Epicharis parasitica",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Meliaceae","Goniocheton arborescens",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Meliaceae","Prasoxylon alliaceum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Meliaceae","Prasoxylon klanderi",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Meliaceae","Xylocarpus granatum","cedar mangrove",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Menispermaceae","Carronia pedicellata",,,"E","E","Q",,
"national-park-daintree","plants","land plants","Menispermaceae","Carronia protensa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Menispermaceae","Hypserpa decumbens",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Menispermaceae","Hypserpa laurina",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Menispermaceae","Parapachygone longifolia",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Molluginaceae","Glinus oppositifolius",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Monimiaceae","Austromatthaea elegans",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Monimiaceae","Hedycarya loxocarya",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Monimiaceae","Hemmantia webbii",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Monimiaceae","Palmeria coriacea",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Monimiaceae","Palmeria scandens","anchor vine",,"C",,"QA",,
"national-park-daintree","plants","land plants","Monimiaceae","Steganthera laxiflora subsp. laxiflora",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Monimiaceae","Steganthera macooraia",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Monimiaceae","Wilkiea angustifolia",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Monimiaceae","Wilkiea longipes",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Monimiaceae","Wilkiea pubescens",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Monimiaceae","Wilkiea sp. (McDowall Range J.G.Tracey 14552)",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Moraceae","Artocarpus altilis","breadfruit",,,,"IU",,
"national-park-daintree","plants","land plants","Moraceae","Ficus benjamina",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Moraceae","Ficus congesta var. congesta",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Moraceae","Ficus copiosa",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Moraceae","Ficus pantoniana",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Moraceae","Ficus septica",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Moraceae","Ficus triradiata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Moraceae","Ficus variegata",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Moraceae","Ficus variegata var. variegata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Moraceae","Ficus virgata var. virgata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Moraceae","Streblus glaber subsp. australianus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Musaceae","Musa banksii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myristicaceae","Myristica globosa subsp. muelleri","native nugmeg",,"C",,"Q",,
"national-park-daintree","plants","land plants","Myristicaceae","Myristica insipida var. cimicifera",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrsinaceae","Aegiceras corniculatum","river mangrove",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Myrsinaceae","Ardisia brevipedata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrsinaceae","Ardisia pachyrrhachis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrsinaceae","Embelia caulialata",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Myrsinaceae","Myrsine oreophila",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrsinaceae","Myrsine porosa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrsinaceae","Myrsine rubiginosa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrsinaceae","Myrsine urceolata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Acmena graveolens",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Acmena hemilampra subsp. hemilampra",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Myrtaceae","Acmena hemilampra subsp. orophila",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Acmenosperma claviflorum","grey satinash",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Myrtaceae","Archirhodomyrtus beckleri","rose myrtle",,"C",,"QA",,
"national-park-daintree","plants","land plants","Myrtaceae","Backhousia hughesii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Corymbia intermedia","pink bloodwood",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Myrtaceae","Eucalyptus crebra","narrow-leaved red ironbark",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Myrtaceae","Eucalyptus pellita","large-fruited red mahogany",,"C",,"QI",,
"national-park-daintree","plants","land plants","Myrtaceae","Gossia shepherdii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Lindsayomyrtus racemoides",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Myrtaceae","Lithomyrtus obtusa",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Myrtaceae","Melaleuca cajuputi subsp. platyphylla",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Myrtaceae","Melaleuca leucadendra","broad-leaved tea-tree",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Myrtaceae","Melaleuca quinquenervia","swamp paperbark",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Myrtaceae","Melaleuca viridiflora var. viridiflora",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Myrtaceae","Pilidiostigma papuanum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Myrtaceae","Pilidiostigma tetramerum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Rhodamnia sessiliflora",,,"E",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Rhodamnia spongiosa",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Myrtaceae","Rhodomyrtus effusa",,,"E",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Rhodomyrtus macrocarpa","finger cherry",,"C",,"QI",,
"national-park-daintree","plants","land plants","Myrtaceae","Rhodomyrtus pervagata",,,"E",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Rhodomyrtus sericea",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Rhodomyrtus verecunda",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Ristantia pachysperma","yellow penda",,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium alliiligneum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium angophoroides",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium apodophyllum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium cormiflorum","bumpy satinash",,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium cryptophlebium",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium erythrocalyx","scarlet satinash",,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium fibrosum","fibrous satinash",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium glenum",,,"E",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium gustavioides",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium johnsonii","Johnson's satinash",,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium monospermum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium sayeri",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium sharoniae",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium tierneyanum","river cherry",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Myrtaceae","Syzygium wesa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Uromyrtus metrosideros",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Waterhousea unipunctata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Xanthostemon chrysanthus","black penda",,"C",,"Q",,
"national-park-daintree","plants","land plants","Myrtaceae","Xanthostemon formosus",,,"E","E","QA",,
"national-park-daintree","plants","land plants","Myrtaceae","Xanthostemon graniticus",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Myuriaceae","Oedicladium rufescens",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Myuriaceae","Oedicladium rufescens var. purpuratum",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Neckeraceae","Neckeropsis cyclophylla",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Nephrolepidaceae","Nephrolepis acutifolia",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Nephrolepidaceae","Nephrolepis obliterata",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Nyctaginaceae","Pisonia umbellifera","birdlime tree",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Nymphaeaceae","Nymphaea nouchali",,,"SL",,"QAI","I",
"national-park-daintree","plants","land plants","Nymphaeaceae","Nymphaea violacea",,,"SL",,"QAI","I",
"national-park-daintree","plants","land plants","Ochnaceae","Brackenridgea australiana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Olacaceae","Ximenia americana",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Oleaceae","Chionanthus sleumeri",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Oleaceae","Jasminum didymum",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Oleaceae","Jasminum elongatum",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Oleaceae","Jasminum kajewskii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Onagraceae","Ludwigia hyssopifolia",,,,,"IU","I",
"national-park-daintree","plants","land plants","Ophioglossaceae","Ophioderma pendula",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Orchidaceae","Aphyllorchis anomala",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Orchidaceae","Apostasia wallichii",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Orchidaceae","Bulbophyllum johnsonii",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Orchidaceae","Bulbophyllum lilianae",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Orchidaceae","Cestichis",,,,,"U",,
"national-park-daintree","plants","land plants","Orchidaceae","Cestichis angustilabris",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Orchidaceae","Corymborkis veratrifolia","cinnamon orchid",,"SL",,"QI",,
"national-park-daintree","plants","land plants","Orchidaceae","Demorchis queenslandica",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Orchidaceae","Dendrobium adae",,,"SL",,"QA",,
"national-park-daintree","plants","land plants","Orchidaceae","Dendrobium canaliculatum",,,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Orchidaceae","Dendrobium discolor",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Orchidaceae","Dendrobium discolor x Dendrobium nindii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Orchidaceae","Dendrobium finniganense",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Orchidaceae","Dendrobium fleckeri","apricot orchid",,"SL",,"Q",,
"national-park-daintree","plants","land plants","Orchidaceae","Dendrobium jonesii",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Orchidaceae","Dendrobium mirbelianum","mangrove orchid",,"E","E","QI",,
"national-park-daintree","plants","land plants","Orchidaceae","Dendrobium nindii","blue orchid",,"E","E","QI",,
"national-park-daintree","plants","land plants","Orchidaceae","Dendrobium toressae",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Orchidaceae","Dipodium ensifolium","leafy hyacinth orchid",,"SL",,"Q",,
"national-park-daintree","plants","land plants","Orchidaceae","Hetaeria oblongifolia",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Orchidaceae","Thelymitra",,,,,"U",,
"national-park-daintree","plants","land plants","Orchidaceae","Thelymitra angustifolia",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Orchidaceae","Thelymitra queenslandica",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Orthotrichaceae","Macromitrium erythrocomum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Orthotrichaceae","Macromitrium funiforme",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Orthotrichaceae","Macromitrium involutifolium",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Orthotrichaceae","Macromitrium microstomum",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Pandanaceae","Freycinetia excelsa","climbing pandanus",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Pandanaceae","Freycinetia percostata",,,"V",,"QI",,
"national-park-daintree","plants","land plants","Pandanaceae","Freycinetia scandens",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Pandanaceae","Pandanus",,,,,"U",,
"national-park-daintree","plants","land plants","Pandanaceae","Pandanus cookii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Paracryphiaceae","Quintinia fawkneri",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Passifloraceae","Passiflora foetida",,,,,"IU",,
"national-park-daintree","plants","land plants","Passifloraceae","Passiflora kuranda",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Pentaphylacaceae","Ternstroemia cherryi","cherry beech",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Philydraceae","Helmholtzia acorifolia",,,"C",,"Q","I",
"national-park-daintree","plants","land plants","Phyllanthaceae","Actephila petiolaris subsp. petiolaris",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Antidesma erostre",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Bischofia javanica",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Breynia",,,,,"U",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Breynia cernua",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Bridelia insulana",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Cleistanthus discolor",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Cleistanthus myrianthus",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Glochidion",,,,,"U",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Glochidion harveyanum var. harveyanum",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Glochidion pruinosum",,,"E",,"Q",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Glochidion sumatranum","umbrella cheese tree",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Phyllanthus",,,,,"U",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Phyllanthus brassii",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Phyllanthus clamboides",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Phyllanthaceae","Phyllanthus hypospodius",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Picrodendraceae","Choriceras majus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Picrodendraceae","Dissiliaria tuckeri",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Piperaceae","Piper caninum","peppervine",,"C",,"QI",,
